task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load_model,2024-05-02T11:22:35,pos_ner_spacy,bc7a3965-7ecd-40ad-92c5-109d6c094647,0.36971139907836914,3.6663080362386136e-07,9.888578949633565e-07,14.0,0.0,5.739553928375244,1.4414966106414795e-06,0,5.906221559109781e-07,2.032118766552458e-06,Denmark,DNK,central jutland,,,Linux-5.15.0-105-generic-x86_64-with-glibc2.31,3.11.5,2.3.5,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,10.2153,56.1567,15.305477142333984,machine,N
processing,2024-05-02T11:24:40,pos_ner_spacy,bc7a3965-7ecd-40ad-92c5-109d6c094647,125.24152040481567,0.00012389742969402576,9.892685545264482e-07,14.0,0.0,5.739553928375244,0.0004870497479703692,0,0.00019967457939178843,0.0006867243273621576,Denmark,DNK,central jutland,,,Linux-5.15.0-105-generic-x86_64-with-glibc2.31,3.11.5,2.3.5,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,,,10.2153,56.1567,15.305477142333984,machine,N
